用户ID,性别,年龄,是否会员,常用省份,常用城市
888,男,53,是,湖南,长沙
889,女,34,是,河北,石家庄
890,女,21,否,山东,临沂
891,女,27,是,上海,上海
892,男,21,是,湖北,荆州
893,女,31,否,上海,上海
894,男,38,否,江苏,苏州
895,男,32,是,湖南,长沙
896,男,42,否,河南,许昌
897,男,24,否,北京,北京
898,女,52,否,江西,赣州
899,女,34,否,海南,三亚
900,男,31,否,辽宁,鞍山
901,男,30,是,湖南,株洲
902,男,32,是,浙江,温州
903,女,50,否,黑龙江,哈尔滨
904,女,19,是,河北,廊坊
905,男,29,是,广东,珠海
906,男,26,否,广东,深圳
907,女,35,否,辽宁,大连
908,男,42,否,宁夏,银川
909,男,27,否,内蒙古,包头
910,女,43,是,内蒙古,呼和浩特
911,男,42,否,贵州,贵阳
912,女,33,是,山东,威海
913,男,24,否,黑龙江,哈尔滨
914,女,53,否,福建,福州
915,男,43,否,上海,上海
916,男,31,否,重庆,重庆
917,女,45,否,新疆,喀什
918,女,41,否,内蒙古,呼和浩特
919,女,27,否,辽宁,大连
920,女,27,是,新疆,喀什
921,男,39,否,西藏,拉萨
922,女,24,否,广东,东莞
923,男,28,否,西藏,拉萨
924,女,34,否,广西,桂林
925,男,40,是,广东,佛山
926,女,42,是,上海,上海
927,女,44,是,湖南,衡阳
928,女,37,否,河北,廊坊
929,男,32,是,云南,丽江
930,女,19,是,四川,南充
931,女,19,是,江西,南昌
932,男,20,是,北京,北京
933,女,51,是,广西,桂林
934,女,27,否,四川,乐山
935,女,25,否,新疆,喀什
936,男,35,否,黑龙江,齐齐哈尔
937,男,26,是,安徽,合肥
938,男,33,是,北京,北京
939,女,22,否,湖北,武汉
940,男,27,是,内蒙古,包头
941,男,18,否,山东,青岛
942,男,21,否,上海,上海
943,男,18,是,湖北,襄阳
944,男,19,否,江西,上饶
945,女,49,是,河南,许昌
946,男,28,否,北京,北京
947,男,31,是,山西,大同
948,男,43,否,宁夏,石嘴山
949,女,54,是,青海,西宁
950,女,20,否,湖北,襄阳
951,女,23,否,上海,上海
952,男,43,否,内蒙古,呼和浩特
953,女,32,是,重庆,重庆
954,女,50,是,天津,天津
955,男,32,否,陕西,西安
956,女,30,否,福建,泉州
957,男,20,否,湖南,株洲
958,女,24,否,四川,绵阳
959,女,45,是,新疆,喀什
960,男,44,否,江苏,苏州
961,男,26,是,海南,海口
962,男,35,否,天津,天津
963,女,25,否,四川,宜宾
964,女,33,否,内蒙古,呼和浩特
965,女,30,是,江苏,南京
966,男,51,否,甘肃,兰州
967,女,23,是,河北,石家庄
968,女,38,是,浙江,温州
969,男,54,否,贵州,安顺
970,男,18,否,福建,福州
971,男,31,是,天津,天津
972,女,34,否,浙江,绍兴
973,女,31,否,安徽,蚌埠
974,女,34,是,上海,上海
975,男,47,否,浙江,金华
976,女,19,否,上海,上海
977,女,33,否,广东,东莞
978,男,22,否,辽宁,沈阳
979,男,48,否,福建,漳州
980,女,31,是,上海,上海
981,男,28,是,浙江,金华
982,女,19,否,北京,北京
983,男,27,是,江苏,南通
984,男,20,否,福建,厦门
985,男,20,否,北京,北京
986,男,28,是,浙江,温州
987,女,36,是,内蒙古,呼和浩特
988,女,31,否,浙江,杭州
989,男,25,否,山东,青岛
990,男,42,否,安徽,芜湖
991,女,32,是,广西,北海
992,女,34,否,江苏,苏州
993,男,29,是,福建,厦门
994,女,30,是,北京,北京
995,女,30,否,四川,宜宾
996,女,23,是,新疆,克拉玛依
997,女,46,是,福建,厦门
998,女,23,否,天津,天津
999,男,63,是,山东,烟台
1000,男,33,否,宁夏,石嘴山
1001,男,33,否,辽宁,抚顺
1002,女,41,否,天津,天津
1003,男,34,否,四川,成都
1004,女,31,是,云南,丽江
1005,男,25,否,广东,东莞
1006,女,61,否,上海,上海
1007,男,32,否,四川,绵阳
1008,男,23,否,北京,北京
1009,女,19,是,陕西,渭南
1010,男,24,否,湖北,武汉
1011,女,26,是,新疆,乌鲁木齐
1012,男,32,是,江西,赣州
1013,女,18,否,湖南,衡阳
1014,女,34,是,上海,上海
1015,女,27,是,江苏,南通
1016,男,25,是,内蒙古,包头
1017,男,51,否,辽宁,鞍山
1018,男,30,是,江苏,苏州
1019,女,23,否,云南,曲靖
1020,女,41,是,浙江,宁波
1021,女,26,是,重庆,重庆
1022,女,37,否,安徽,芜湖
1023,女,23,否,天津,天津
1024,男,18,否,陕西,渭南
1025,女,32,是,北京,北京
1026,男,18,是,西藏,日喀则
1027,男,46,否,吉林,长春
1028,女,28,否,海南,三亚
1029,男,23,是,湖北,荆州
1030,女,30,是,内蒙古,包头
1031,女,58,否,黑龙江,齐齐哈尔
1032,男,31,否,青海,西宁
1033,女,52,是,北京,北京
1034,男,25,是,安徽,合肥
1035,女,44,是,广东,佛山
1036,男,25,是,广西,北海
1037,女,25,否,青海,海东
1038,女,22,是,甘肃,兰州
1039,女,27,是,北京,北京
1040,男,19,否,广东,深圳
1041,男,18,是,河南,洛阳
1042,男,34,是,重庆,重庆
1043,女,32,是,河北,廊坊
1044,男,41,否,贵州,遵义
1045,男,27,是,河南,许昌
1046,女,19,否,江苏,苏州
1047,女,31,否,青海,海东
1048,女,34,是,内蒙古,呼和浩特
1049,男,21,否,贵州,安顺
1050,女,30,否,重庆,重庆
1051,女,25,否,重庆,重庆
1052,女,22,否,山西,太原
1053,男,31,是,江西,南昌
1054,男,37,否,浙江,温州
1055,女,31,否,甘肃,兰州
1056,女,39,否,海南,三亚
1057,女,18,否,湖南,衡阳
1058,男,27,是,江苏,南京
1059,男,18,否,吉林,长春
1060,女,34,是,重庆,重庆
1061,女,18,是,江西,上饶
1062,男,20,否,北京,北京
1063,男,33,否,贵州,遵义
1064,女,30,是,新疆,克拉玛依
1065,女,25,否,内蒙古,呼和浩特
1066,女,37,是,广东,珠海
1067,男,34,否,内蒙古,鄂尔多斯
1068,男,23,否,吉林,长春
1069,女,28,否,湖北,武汉
1070,女,58,否,山东,青岛
1071,男,24,是,山西,运城
1072,女,52,否,浙江,宁波
1073,男,23,是,海南,三亚
1074,男,33,否,河北,保定
1075,男,31,否,云南,曲靖
1076,男,18,是,广东,东莞
1077,男,27,否,宁夏,银川
1078,男,41,是,福建,厦门
1079,男,18,否,河南,洛阳
1080,女,27,否,广东,中山
1081,女,26,是,山西,运城
1082,女,24,是,吉林,长春
1083,男,47,否,广西,柳州
1084,女,32,否,贵州,遵义
1085,女,19,否,辽宁,沈阳
1086,男,39,是,江苏,苏州
1087,女,19,是,黑龙江,哈尔滨
1088,男,31,否,江苏,南京
1089,女,18,是,陕西,咸阳
1090,男,31,是,广东,佛山
1091,男,31,否,西藏,拉萨
1092,女,23,是,北京,北京
1093,女,33,是,江西,上饶
1094,男,37,是,西藏,日喀则
1095,男,18,否,内蒙古,鄂尔多斯
1096,男,33,否,陕西,西安
1097,男,38,否,新疆,乌鲁木齐
1098,女,36,是,江西,九江
1099,女,35,是,广东,东莞
1100,男,25,是,北京,北京
1101,女,30,否,陕西,西安
1102,男,24,否,宁夏,银川
1103,女,22,是,辽宁,鞍山
1104,男,26,否,天津,天津
1105,男,29,否,天津,天津
1106,女,40,否,湖南,长沙
1107,女,23,是,甘肃,天水
1108,男,18,是,宁夏,石嘴山
1109,女,20,否,内蒙古,鄂尔多斯
1110,男,37,是,云南,大理
1111,女,27,是,天津,天津
1112,女,23,否,福建,厦门
1113,男,30,否,河北,保定
1114,女,30,否,重庆,重庆
1115,男,20,否,河北,石家庄
1116,男,43,否,浙江,绍兴
1117,男,33,否,江苏,无锡
1118,女,27,是,广东,中山
1119,男,21,是,浙江,绍兴
1120,女,53,否,北京,北京
1121,女,21,是,福建,福州
1122,男,25,是,河北,石家庄
1123,男,32,是,贵州,遵义
1124,女,30,是,江苏,无锡
1125,女,32,是,福建,漳州
1126,男,20,是,湖北,襄阳
1127,女,21,否,黑龙江,齐齐哈尔
1128,女,31,是,宁夏,银川
1129,女,28,是,吉林,吉林
1130,女,21,是,广东,珠海
1131,女,39,否,浙江,金华
1132,男,43,否,江苏,南通
1133,男,29,否,海南,三亚
1134,男,18,是,陕西,宝鸡
1135,女,33,是,北京,北京
1136,女,51,是,新疆,乌鲁木齐
1137,男,30,是,河南,郑州
1138,女,50,是,广东,中山
1139,男,30,否,江西,赣州
1140,女,21,是,上海,上海
1141,男,21,否,上海,上海
1142,女,61,否,广东,深圳
1143,女,43,否,新疆,克拉玛依
1144,男,33,否,河北,石家庄
1145,女,27,是,宁夏,银川
1146,女,33,否,江苏,南通
1147,女,29,是,北京,北京
1148,男,43,是,天津,天津
1149,男,20,否,江苏,南京
1150,女,19,否,山东,青岛
1151,男,28,否,浙江,杭州
1152,女,30,是,海南,儋州
1153,男,34,是,青海,西宁
1154,男,18,否,青海,西宁
1155,男,38,是,江苏,常州
1156,男,41,是,新疆,乌鲁木齐
1157,女,24,是,辽宁,大连
1158,男,44,是,广东,佛山
1159,女,22,是,云南,昆明
1160,男,35,是,贵州,遵义
1161,男,35,否,上海,上海
1162,男,32,是,上海,上海
1163,男,26,否,山西,大同
1164,男,21,是,福建,泉州
1165,女,26,是,西藏,拉萨
1166,女,34,是,福建,福州
1167,女,34,是,湖南,湘潭
1168,女,50,否,吉林,延边
1169,男,31,是,黑龙江,大庆
1170,女,20,否,江苏,常州
1171,女,31,否,重庆,重庆
1172,女,28,是,江西,上饶
1173,男,38,是,江苏,南京
1174,女,46,是,福建,厦门
1175,男,43,否,甘肃,兰州
1176,男,19,是,天津,天津
1177,男,31,是,天津,天津
1178,男,20,是,浙江,杭州
1179,女,19,是,广东,珠海
1180,女,25,是,广东,中山
1181,男,25,是,湖南,衡阳
1182,女,53,是,浙江,宁波
1183,男,27,否,湖北,武汉
1184,男,43,否,上海,上海
1185,女,37,是,福建,漳州
1186,男,20,否,山西,太原
1187,男,26,是,北京,北京
1188,男,25,是,上海,上海
1189,女,20,是,四川,南充
1190,女,40,否,天津,天津
1191,男,27,是,黑龙江,大庆
1192,男,19,否,上海,上海
1193,男,37,否,河北,保定
1194,男,30,否,海南,海口
1195,男,22,否,宁夏,石嘴山
1196,男,24,是,内蒙古,呼和浩特
1197,女,29,是,山东,烟台
1198,男,24,是,青海,海东
1199,男,52,是,内蒙古,包头
1200,男,33,否,宁夏,石嘴山
1201,女,29,否,西藏,拉萨
1202,男,18,是,广东,佛山
1203,男,32,否,新疆,克拉玛依
1204,男,41,否,江苏,无锡
1205,女,70,是,云南,昆明
1206,男,32,是,浙江,绍兴
1207,女,24,是,湖南,衡阳
1208,男,41,是,重庆,重庆
1209,女,29,否,河南,许昌
1210,女,18,是,新疆,克拉玛依
1211,女,27,否,湖南,衡阳
1212,男,44,否,四川,南充
1213,女,52,否,广东,中山
1214,男,59,否,重庆,重庆
1215,男,33,否,安徽,芜湖
1216,男,54,否,福建,泉州
1217,女,26,否,重庆,重庆
1218,女,33,是,青海,海东
1219,男,30,是,江西,上饶
1220,女,34,否,新疆,乌鲁木齐
1221,女,23,否,海南,海口
1222,女,38,是,河南,许昌
1223,女,50,否,甘肃,天水
1224,男,29,否,山东,威海
1225,男,19,否,山西,临汾
1226,女,21,是,重庆,重庆
1227,女,47,是,四川,绵阳
1228,男,37,否,重庆,重庆
1229,男,48,是,北京,北京
1230,男,25,否,广东,佛山
1231,男,28,是,陕西,宝鸡
1232,女,29,是,广东,广州
1233,男,34,是,广东,东莞
1234,女,48,是,河北,石家庄
1235,女,46,是,湖南,湘潭
1236,男,19,否,重庆,重庆
1237,女,70,否,安徽,合肥
1238,女,48,否,陕西,宝鸡
1239,女,19,是,广东,广州
1240,女,26,是,辽宁,鞍山
1241,女,31,否,浙江,宁波
1242,女,24,否,四川,绵阳
1243,女,34,是,江苏,无锡
1244,男,25,否,浙江,金华
1245,女,26,是,四川,绵阳
1246,男,20,是,黑龙江,哈尔滨
1247,男,38,是,黑龙江,哈尔滨
1248,女,19,否,上海,上海
1249,男,31,否,湖南,湘潭
1250,男,42,是,山东,济南
1251,男,34,是,江西,赣州
1252,男,49,是,宁夏,银川
1253,女,26,是,吉林,吉林
1254,女,24,是,安徽,安庆
1255,女,26,否,海南,海口
1256,男,37,是,四川,宜宾
1257,男,24,是,新疆,乌鲁木齐
1258,男,20,是,四川,乐山
1259,男,26,是,内蒙古,鄂尔多斯
1260,女,33,否,江西,上饶
1261,女,40,否,内蒙古,鄂尔多斯
1262,男,45,是,天津,天津
1263,女,22,否,陕西,咸阳
1264,男,36,否,浙江,温州
1265,女,43,是,湖北,武汉
1266,男,34,否,广东,广州
1267,男,21,否,河南,新乡
1268,男,28,是,河北,保定
1269,女,25,否,广西,北海
1270,男,34,是,安徽,安庆
1271,男,26,是,北京,北京
1272,男,18,是,内蒙古,鄂尔多斯
1273,男,39,是,江苏,苏州
1274,女,39,否,上海,上海
1275,男,26,是,四川,宜宾
1276,男,31,是,江苏,无锡
1277,女,54,是,内蒙古,包头
1278,男,29,否,陕西,宝鸡
1279,女,40,是,云南,丽江
1280,男,39,否,新疆,喀什
1281,男,21,否,重庆,重庆
1282,男,23,否,湖南,株洲
1283,男,53,否,河南,洛阳
1284,女,41,否,海南,三亚
1285,男,30,否,广东,佛山
1286,女,18,是,天津,天津
1287,男,29,是,山东,威海
1288,女,36,是,四川,宜宾
1289,男,19,是,山东,临沂
1290,男,37,否,江苏,南通
1291,男,41,是,宁夏,银川
1292,女,21,否,四川,乐山
1293,男,21,否,四川,成都
1294,女,31,否,山西,太原
1295,女,33,否,广西,北海
1296,女,31,是,甘肃,兰州
1297,男,30,是,辽宁,鞍山
1298,女,23,是,吉林,延边
1299,男,20,否,重庆,重庆
1300,女,30,否,广东,珠海
1301,男,33,否,河北,唐山
1302,女,25,否,安徽,芜湖
1303,男,18,否,浙江,杭州
1304,女,26,是,河北,唐山
1305,女,44,是,广东,广州
1306,男,23,否,江苏,常州
1307,男,52,是,山东,威海
1308,女,20,是,辽宁,沈阳
1309,男,34,是,甘肃,天水
1310,女,33,是,新疆,喀什
1311,男,19,是,广西,柳州
1312,男,24,否,甘肃,兰州
1313,女,20,否,江西,上饶
1314,男,37,是,重庆,重庆
1315,男,37,否,湖北,荆州
1316,男,30,否,山西,大同
1317,女,34,否,江苏,常州
1318,女,23,是,吉林,长春
1319,男,26,是,吉林,长春
1320,女,26,是,天津,天津
1321,男,32,否,福建,厦门
1322,男,27,否,山东,济南
1323,男,30,是,吉林,吉林
1324,女,22,是,陕西,咸阳
1325,男,26,否,海南,三亚
1326,女,24,是,江苏,无锡
1327,男,26,否,江西,南昌
1328,女,36,是,河北,保定
1329,女,38,是,上海,上海
1330,女,25,否,北京,北京
1331,男,18,否,青海,海东
1332,女,25,是,上海,上海
1333,男,55,否,浙江,杭州
1334,男,29,是,福建,厦门
1335,男,22,是,天津,天津
1336,女,53,是,重庆,重庆
1337,男,21,否,安徽,蚌埠
1338,男,43,是,云南,大理
1339,男,19,否,重庆,重庆
1340,女,26,是,山西,运城
1341,女,25,是,湖北,荆州
1342,女,24,是,北京,北京
1343,女,44,是,湖南,长沙
1344,女,34,否,山东,威海
1345,男,18,是,天津,天津
1346,男,39,是,湖北,襄阳
1347,女,44,是,四川,南充
1348,女,18,是,宁夏,石嘴山
1349,男,26,是,安徽,蚌埠
1350,女,37,是,江苏,南通
1351,男,32,否,北京,北京
1352,女,45,否,山西,临汾
1353,男,30,是,河北,石家庄
1354,男,22,是,吉林,吉林
1355,女,37,是,安徽,蚌埠
1356,女,40,是,青海,西宁
1357,男,19,否,北京,北京
1358,男,34,是,广西,北海
1359,男,34,否,云南,昆明
1360,女,33,是,山东,临沂
1361,男,30,是,四川,成都
1362,女,22,否,甘肃,酒泉
1363,男,31,是,吉林,长春
1364,女,40,是,上海,上海
1365,男,28,否,内蒙古,呼和浩特
1366,女,22,否,河南,郑州
1367,男,35,否,西藏,拉萨
1368,女,50,是,天津,天津
1369,男,56,是,甘肃,天水
1370,男,44,否,海南,海口
1371,男,30,否,河南,新乡
1372,女,46,是,河北,石家庄
1373,女,21,是,江苏,苏州
1374,男,29,否,安徽,合肥
1375,男,20,是,浙江,宁波
1376,女,58,否,重庆,重庆
1377,男,18,否,辽宁,大连
1378,男,29,否,辽宁,抚顺
1379,女,18,否,甘肃,兰州
1380,女,26,否,西藏,拉萨
1381,男,33,是,河南,郑州
1382,女,23,否,四川,乐山
1383,男,22,是,海南,儋州
1384,女,24,是,河北,唐山
1385,男,48,是,上海,上海
1386,女,28,否,河北,唐山
1387,女,31,否,辽宁,鞍山
1388,男,49,是,河南,洛阳
1389,女,30,否,天津,天津
1390,女,25,是,河北,廊坊
1391,女,20,是,吉林,吉林
1392,男,23,是,重庆,重庆
1393,女,19,否,黑龙江,哈尔滨
1394,男,45,否,上海,上海
1395,男,67,否,浙江,宁波
1396,男,18,否,陕西,渭南
1397,女,23,否,浙江,温州
1398,女,23,否,内蒙古,呼和浩特
1399,女,23,否,安徽,芜湖
1400,女,22,否,黑龙江,大庆
1401,男,32,是,山东,临沂
1402,女,28,否,辽宁,抚顺
1403,男,32,否,宁夏,银川
1404,男,28,是,河南,郑州
1405,男,28,否,河北,唐山
1406,女,32,否,山西,大同
1407,女,20,否,山西,太原
1408,女,39,否,云南,曲靖
1409,女,48,是,广西,南宁
1410,男,26,是,湖南,长沙
1411,女,33,是,云南,曲靖
1412,女,20,否,内蒙古,包头
1413,女,27,是,陕西,宝鸡
1414,女,28,否,海南,儋州
1415,男,27,是,上海,上海
1416,男,18,否,四川,成都
1417,女,28,是,北京,北京
1418,女,29,是,贵州,遵义
1419,男,19,是,浙江,宁波
1420,男,22,否,贵州,遵义
1421,女,54,否,河南,洛阳
1422,男,57,否,安徽,芜湖
1423,男,25,是,吉林,吉林
1424,男,21,是,湖北,荆州
1425,女,34,否,宁夏,石嘴山
1426,女,29,否,辽宁,抚顺
1427,女,40,否,浙江,绍兴
1428,女,25,是,福建,厦门
1429,女,30,否,河北,石家庄
1430,女,29,是,上海,上海
1431,女,32,否,重庆,重庆
1432,男,27,否,江苏,苏州
1433,男,23,否,四川,乐山
1434,男,25,是,天津,天津
1435,女,31,是,天津,天津
1436,男,36,是,北京,北京
1437,女,20,是,河南,郑州
1438,女,18,是,上海,上海
1439,男,35,是,福建,福州
1440,男,37,是,湖北,襄阳
1441,男,31,是,江苏,苏州
1442,女,21,是,河北,保定
1443,女,37,是,山西,运城
1444,男,68,是,吉林,吉林
1445,女,24,是,浙江,温州
1446,男,27,是,河南,新乡
1447,女,25,是,上海,上海
1448,女,26,是,福建,厦门
1449,男,42,否,河南,许昌
1450,女,44,是,天津,天津
1451,男,43,是,湖南,湘潭
1452,女,43,是,青海,西宁
1453,女,35,否,四川,绵阳
1454,女,19,是,江苏,无锡
1455,男,41,是,浙江,绍兴
1456,男,32,否,湖北,宜昌
1457,女,24,否,湖北,襄阳
1458,女,33,是,河北,石家庄
1459,男,40,是,河北,石家庄
1460,男,19,是,四川,成都
1461,男,29,是,天津,天津
1462,女,21,否,山西,运城
1463,女,35,是,广东,珠海
1464,女,23,否,湖北,武汉
1465,女,36,否,黑龙江,大庆
1466,女,43,否,广东,深圳
1467,男,23,否,江苏,南通
1468,女,18,否,河南,郑州
1469,女,29,否,北京,北京
1470,女,32,是,重庆,重庆
1471,男,31,是,上海,上海
1472,男,31,否,福建,漳州
1473,女,20,是,广东,中山
1474,男,29,是,北京,北京
1475,女,48,否,西藏,拉萨
1476,男,41,是,天津,天津
1477,男,27,否,山东,威海
1478,女,29,是,江西,赣州
1479,男,20,是,安徽,安庆
1480,女,32,否,北京,北京
1481,女,24,否,浙江,宁波
1482,男,33,否,上海,上海
1483,女,32,是,安徽,芜湖
1484,男,39,否,河北,唐山
1485,男,26,是,浙江,杭州
1486,男,41,否,福建,厦门
1487,女,30,否,重庆,重庆
1488,女,21,是,河南,许昌
1489,男,25,否,四川,宜宾
1490,女,31,否,湖北,武汉
1491,男,31,否,四川,绵阳
1492,女,30,是,安徽,安庆
1493,男,37,是,广西,桂林
1494,男,29,是,北京,北京
1495,女,60,否,河北,石家庄
1496,男,26,是,北京,北京
1497,男,39,否,陕西,西安
1498,男,21,否,广西,南宁
1499,女,26,是,山西,太原
1500,男,52,是,上海,上海
1501,女,39,是,天津,天津
1502,男,25,是,福建,泉州
1503,女,32,否,广东,中山
1504,女,39,否,北京,北京
1505,男,29,是,河北,廊坊
1506,男,47,否,河北,保定
1507,女,33,是,河北,廊坊
